Production_Budget,Domestic_Gross
19000000.00,25918920.00
18000000.00,15285588.00
38000000.00,53374681.00
35000000.00,59699513.00
25000000.00,14744435.00
22000000.00,1810078.00
8000000.00,6363628.00
2000000.00,4311834.00
1900000.00,1445366.00
1750000.00,93051.00
85000000.00,31611316.00
82000000.00,103068524.00
60000000.00,80574010.00
4200000.00,1044039.00
20000000.00,36661504.00
35000000.00,29197642.00
24000000.00,25003155.00
19000000.00,27758465.00
18000000.00,4806750.00
17000000.00,24719879.00
4900000.00,276901.00
32000000.00,57744720.00
15000000.00,123570.00
2000000.00,10024.00
1800000.00,41034350.00
55000000.00,98711404.00
4500000.00,108596.00
3000000.00,2848587.00
2500000.00,118666.00
1900000.00,406216.00
69000000.00,251513985.00
40000000.00,52000688.00
5600000.00,27766.00
4000000.00,20811365.00
15000000.00,2434652.00
37000000.00,92186262.00
20000000.00,25107267.00
10000000.00,33679655.00
8000000.00,58401464.00
6800000.00,6857096.00
15000000.00,3247816.00
100000000.00,55675313.00
70000000.00,52474616.00
20000000.00,25702053.00
16000000.00,337997.00
2000000.00,636706.00
1987650.00,1044143.00
57500000.00,60128566.00
6750000.00,113568.00
5000000.00,127564.00
40000000.00,31011732.00
155000000.00,104386950.00
100000000.00,67631157.00
20000000.00,277943.00
11000000.00,93617009.00
60000000.00,90380162.00
50000000.00,32746941.00
20000000.00,117229692.00
18000000.00,145526.00
12500000.00,6797696.00
1600000.00,2595644.00
400000.00,433588.00
30000.00,9812.00
3000000.00,84752907.00
17000000.00,45710178.00
10000000.00,152857.00
8000000.00,109338.00
500000.00,237301.00
110000000.00,77222099.00
40000000.00,176591618.00
2000000.00,6531503.00
2000000.00,7294.00
125000000.00,295983305.00
30000000.00,21148651.00
8000000.00,1095369.00
260000000.00,200821936.00
90000000.00,195459.00
55000000.00,39440655.00
30000000.00,32367005.00
24000000.00,23240020.00
15000000.00,138797449.00
150000000.00,62189884.00
95000000.00,88768303.00
52000000.00,110485654.00
8470000.00,4046336.00
100000000.00,35497337.00
20000000.00,32010860.00
16000000.00,19068240.00
14000000.00,20255281.00
40000.00,25572.00
95000000.00,81562942.00
10000000.00,21416355.00
50000.00,391674.00
200000000.00,172062763.00
120000000.00,30212620.00
80000000.00,100246011.00
12500000.00,2039869.00
5000000.00,2229058.00
100000000.00,148438600.00
35000000.00,171243005.00
15000000.00,20218921.00
7000000.00,1785645.00
112000000.00,42779261.00
17000000.00,2231474.00
8000000.00,3205706.00
1000000.00,9737892.00
63000000.00,108085305.00
32000000.00,54712227.00
13400000.00,164247.00
5500000.00,1008098.00
4000000.00,120016.00
2500000.00,327716.00
1500000.00,54009150.00
500000.00,100370.00
30000000.00,35608245.00
20000000.00,23186769.00
1000000.00,48764.00
110000000.00,98780042.00
70000000.00,48475290.00
30000000.00,7502560.00
3800000.00,41914.00
25000000.00,70662220.00
42500000.00,29121498.00
37000000.00,33047633.00
35000000.00,5101237.00
25000000.00,18877153.00
5000000.00,17686929.00
4500000.00,1400726.00
6500000.00,4002293.00
50000000.00,55100437.00
40000000.00,63686397.00
32000000.00,37915414.00
68000000.00,45060734.00
50000000.00,10721033.00
5000000.00,3954651.00
200000.00,2430735.00
160000000.00,146408305.00
3200000.00,5790894.00
1900000.00,467602.00
40000000.00,58009200.00
40000000.00,37412945.00
27000000.00,79249455.00
5800000.00,542860.00
75000000.00,36392502.00
18000000.00,52698535.00
6000000.00,408159.00
30000000.00,23209310.00
16000000.00,37300107.00
135000000.00,123257581.00
50200000.00,62495645.00
19000000.00,6928068.00
17000000.00,27865571.00
6000000.00,129210.00
85000000.00,78046570.00
20000000.00,35061031.00
15000000.00,30680.00
90000000.00,143619809.00
40000000.00,38180928.00
25000000.00,11538204.00
38000000.00,58709717.00
25000000.00,53345287.00
5200000.00,564489.00
4000000.00,33245.00
1800000.00,638476.00
125000000.00,209837675.00
30000000.00,10143779.00
20000000.00,1186538.00
8000000.00,10130219.00
93000000.00,176760185.00
52000000.00,37081475.00
60000000.00,29136626.00
32500000.00,169106725.00
7000000.00,382946.00
5000000.00,2712131.00
2450000.00,180237.00
250000000.00,241063875.00
30000000.00,56816662.00
150000000.00,165249063.00
80000000.00,254464305.00
35000000.00,13305665.00
150000000.00,181030624.00
36000000.00,1069334.00
35000000.00,39046489.00
21000000.00,970816.00
7000000.00,37295394.00
3000000.00,703372.00
200000000.00,116601172.00
55000000.00,68224452.00
4000000.00,1430241.00
200000000.00,191450875.00
19000000.00,100292856.00
10000000.00,1759252.00
4600000.00,514237.00
195000000.00,352390543.00
40000000.00,24827228.00
110000000.00,85463309.00
30000000.00,135739.00
23000000.00,40962534.00
4500000.00,200558.00
125000000.00,381011219.00
30000000.00,26692846.00
6000000.00,1348205.00
5500000.00,28468.00
140000000.00,176654505.00
35000000.00,55802754.00
14500000.00,7691700.00
175000.00,1321194.00
163000000.00,100240551.00
110000000.00,142614158.00
50000000.00,84351197.00
19100000.00,1361512.00
13000000.00,1024175.00
6000000.00,5359774.00
1000000.00,568662.00
560000.00,3709.00
50000000.00,21596445.00
40000000.00,33035397.00
30000000.00,40259119.00
18000000.00,43853424.00
2000000.00,977772.00
80000000.00,80360866.00
35000000.00,117538559.00
500000.00,1131261.00
90000000.00,21295021.00
30000000.00,18298649.00
27000000.00,38536376.00
15000000.00,13843771.00
12000000.00,17479.00
4500000.00,707885.00
2900000.00,20778.00
1500000.00,184705.00
1800000.00,841056.00
40000000.00,36665854.00
25000000.00,24046682.00
11000000.00,229653.00
5000000.00,24814830.00
2300000.00,29384.00
900000.00,454121.00
20000000.00,31177548.00
60000000.00,75658097.00
25000000.00,13657115.00
10000000.00,2529395.00
3000000.00,331000.00
3000000.00,5073.00
750000.00,7706436.00
35000000.00,37306030.00
26000000.00,54544638.00
25000000.00,30542576.00
21000000.00,24149393.00
12000000.00,16311571.00
25000000.00,10324441.00
24000000.00,9659074.00
15000000.00,35060689.00
8000000.00,163753.00
7200000.00,59774.00
70000000.00,25124986.00
50000000.00,75605492.00
37000000.00,72286779.00
35000000.00,28087155.00
30000000.00,538690.00
4000000.00,1065429.00
190000.00,484592.00
50000000.00,21302340.00
20000000.00,14011084.00
14000000.00,47185.00
8000000.00,35016118.00
5000000.00,223838.00
4750000.00,1728953.00
2000000.00,34522221.00
50000000.00,127004179.00
3500000.00,253444.00
25000000.00,169705587.00
41000000.00,7204138.00
38000000.00,16928670.00
35000000.00,16816.00
24000000.00,51802742.00
8000000.00,36884.00
90000000.00,20377913.00
45000000.00,8305970.00
7000000.00,1891936.00
5500000.00,611709.00
5000000.00,104028807.00
3400000.00,5353586.00
1000000.00,2981038.00
130000000.00,149260504.00
45000000.00,13109815.00
35000000.00,37553932.00
27500000.00,4463292.00
250000.00,3395391.00
80000000.00,103028109.00
36000000.00,99967670.00
25000000.00,19490041.00
13000000.00,73013910.00
10000000.00,6861102.00
1500000.00,362239.00
1200000.00,7826.00
40000.00,3632.00
150000000.00,21392758.00
70000000.00,83552429.00
42000000.00,37662162.00
12000000.00,1188194.00
300000.00,39475.00
79000000.00,74158157.00
75000000.00,83504017.00
9400000.00,3030848.00
20000000.00,82624961.00
135000000.00,64006466.00
127500000.00,281287133.00
4000000.00,9120.00
180000000.00,73864507.00
85000000.00,46462469.00
45000000.00,88625922.00
20000000.00,5702083.00
10000000.00,14597405.00
16000000.00,44667095.00
40000000.00,42587643.00
28000000.00,37053924.00
9000000.00,11862398.00
145000000.00,209397903.00
125000000.00,186848418.00
80000000.00,133107389.00
25000000.00,2546747.00
90000000.00,102515793.00
130000000.00,77591831.00
7500000.00,3014696.00
50000000.00,75624550.00
13000000.00,303877.00
70000000.00,79883359.00
40000000.00,31847881.00
34800000.00,21443494.00
800000.00,7098492.00
170000000.00,155136755.00
12000000.00,5669081.00
1200000.00,26608.00
1000000.00,96734.00
135000000.00,187168425.00
27500000.00,30932113.00
25000000.00,66528000.00
14000000.00,29959436.00
7000000.00,1738692.00
3000000.00,18000.00
9000.00,4584.00
100000000.00,311434.00
70000000.00,62321039.00
58000000.00,49876377.00
23000000.00,18942396.00
10000000.00,749641.00
42000000.00,26414527.00
42000000.00,18620000.00
25000000.00,51580136.00
67500000.00,214030500.00
12000000.00,54731865.00
3000000.00,201436.00
165000000.00,189412677.00
31000000.00,93772375.00
16000000.00,3361.00
15000000.00,15634090.00
65000000.00,54760791.00
57000000.00,51774002.00
23000000.00,19192510.00
32500000.00,17288155.00
14000000.00,35025791.00
12000000.00,70012847.00
40000000.00,20157300.00
15000000.00,54333290.00
12000000.00,64575175.00
800000.00,29063.00
750000.00,78396.00
220000000.00,262030663.00
125000000.00,58877969.00
22000000.00,49008662.00
840000.00,3103407.00
42000000.00,138447667.00
10000000.00,4269426.00
6000000.00,5909483.00
80000000.00,408010692.00
1100000.00,4105123.00
1000000.00,5355847.00
150000000.00,83670083.00
85000000.00,64935167.00
225000000.00,623279547.00
12500000.00,10011.00
10000000.00,46383639.00
30000000.00,44338224.00
30000000.00,42073277.00
20000000.00,14326865.00
1200000.00,595018.00
930000.00,30905.00
25000000.00,60457138.00
12000000.00,91547205.00
12000000.00,793352.00
55000000.00,31051126.00
33000000.00,17142080.00
30000000.00,28700285.00
26000000.00,16008272.00
6000000.00,9204489.00
5250000.00,1200010.00
900000.00,7396.00
135000.00,408015.00
12000000.00,25326071.00
45000000.00,139854287.00
39000000.00,35287788.00
12500000.00,677200.00
8000000.00,100915.00
5800000.00,15091.00
65000000.00,59650222.00
209000000.00,65233400.00
37500000.00,41152203.00
8900000.00,176988.00
1100000.00,56491.00
215000000.00,179020854.00
16000000.00,45512466.00
10800000.00,13182281.00
1000000.00,18119640.00
1000000.00,53262945.00
50000000.00,56758835.00
3000000.00,1007535.00
45000000.00,47323100.00
70000000.00,38518613.00
57500000.00,36931089.00
120000.00,1597486.00
185000000.00,237282182.00
67500000.00,37519139.00
21500000.00,16684352.00
10000000.00,7078738.00
1800000.00,12795746.00
50000000.00,218665740.00
20000000.00,65653242.00
16000000.00,12431792.00
7000000.00,113721571.00
20000000.00,3763583.00
6000000.00,11494838.00
5700000.00,35955.00
3000000.00,446770.00
6000000.00,66351.00
5600000.00,385422.00
95000000.00,161321843.00
17700000.00,49521.00
2500000.00,33349941.00
275000000.00,448139099.00
225000.00,1109276.00
55000000.00,34353000.00
33000000.00,35074677.00
10000000.00,1291645.00
145000000.00,216391482.00
125000000.00,126477084.00
750000.00,4010957.00
30000000.00,63536011.00
200000000.00,304360277.00
40000000.00,51853450.00
100000000.00,85028192.00
60000000.00,56003051.00
10000000.00,24397469.00
4900000.00,95933.00
2500000.00,3317468.00
270000.00,319285.00
22000000.00,13749300.00
35000000.00,20275446.00
25000000.00,205505.00
17000000.00,4936819.00
4000000.00,2672413.00
26000000.00,37397291.00
20000000.00,1065907.00
14000000.00,49130588.00
850000.00,1251749.00
275000000.00,73058679.00
40000000.00,18450127.00
2000000.00,12739737.00
65000000.00,182207973.00
24200000.00,17000.00
300000.00,17241.00
65000000.00,42345531.00
37500000.00,16247159.00
35000000.00,289773.00
12000000.00,7919574.00
4600000.00,2804874.00
60000000.00,35763137.00
45000000.00,13414714.00
15000000.00,41003371.00
13000000.00,17742948.00
6900000.00,31611916.00
85000000.00,148313048.00
30000000.00,66486205.00
19000000.00,5310554.00
17000000.00,65001093.00
500000.00,134109.00
85000000.00,126181630.00
79000000.00,103860290.00
30000000.00,125014030.00
125000000.00,113203870.00
95000000.00,86907746.00
4000000.00,641054.00
35000000.00,25888412.00
5000000.00,53900335.00
2000000.00,17061.00
1000000.00,6002451.00
102000000.00,27108272.00
20000000.00,17530219.00
20000000.00,6002756.00
14000000.00,9409538.00
2000000.00,2436.00
150000000.00,79727149.00
4300000.00,188870.00
9200000.00,3047539.00
136200000.00,292324737.00
49000000.00,12816367.00
21000000.00,132092958.00
11000000.00,61611.00
145000000.00,103412758.00
120000000.00,124987022.00
65000000.00,44806783.00
19500000.00,2061449.00
15000000.00,14945541.00
10000000.00,6810754.00
44500000.00,136025503.00
42000000.00,45290318.00
13500000.00,15024049.00
10000000.00,3336053.00
3000000.00,48086903.00
200000.00,236806.00
250000000.00,303003568.00
52500000.00,95720716.00
40000000.00,37134215.00
9700000.00,6738954.00
60000000.00,80070736.00
40000000.00,19019882.00
35000000.00,67544505.00
25000000.00,12512862.00
100000000.00,162805434.00
65000000.00,148809770.00
25000000.00,77267296.00
55000000.00,9489829.00
30000000.00,66380662.00
1500000.00,2408553.00
195000000.00,65187603.00
18000000.00,1034589.00
13000000.00,25682380.00
12500000.00,292562.00
12000000.00,1703125.00
4500000.00,26345.00
4000000.00,15179303.00
2500000.00,549632.00
110000000.00,61737191.00
55000000.00,55750480.00
12000000.00,15323921.00
5000000.00,27298285.00
35000000.00,19701164.00
30000000.00,12050299.00
15000000.00,71628180.00
50000000.00,55703475.00
35000000.00,17616641.00
10000000.00,8840453.00
60000.00,4917.00
28000000.00,63914167.00
275000000.00,89302115.00
61000000.00,75612460.00
2500000.00,6852971.00
250000.00,59671.00
92000000.00,67349198.00
50000000.00,19452138.00
28000000.00,71399120.00
40000000.00,57012977.00
15000000.00,42930462.00
4000000.00,4327.00
3500000.00,17418667.00
200000000.00,408992272.00
10000000.00,1930282.00
10000000.00,173472.00
76000000.00,368065385.00
2500000.00,32244051.00
50000000.00,102118.00
32000000.00,22537881.00
12800000.00,51872378.00
5000000.00,14124286.00
70000000.00,98927592.00
25000000.00,720828.00
13000000.00,18007317.00
140000000.00,122523060.00
50000000.00,26623701.00
15000000.00,21403519.00
20000000.00,34341945.00
15000000.00,7597898.00
110000000.00,274092705.00
30000000.00,19316646.00
1700000.00,2507159.00
22000000.00,11330849.00
500000.00,152449.00
120000000.00,89107235.00
1500000.00,1165881.00
1250000.00,2850357.00
1200000.00,2859955.00
32500000.00,21819348.00
26000000.00,49875291.00
15000000.00,528731.00
10000000.00,21590086.00
17000000.00,54239856.00
16000000.00,2322593.00
1400000.00,1632.00
900000.00,6997.00
5000000.00,21502690.00
190000000.00,228778661.00
3450000.00,687185.00
3000000.00,4067398.00
103000000.00,112200072.00
160000000.00,238679850.00
100000000.00,107518682.00
3000000.00,8110621.00
130000000.00,60522097.00
75000000.00,117723989.00
8300000.00,3827466.00
6500000.00,2274649.00
38000000.00,42025135.00
15000000.00,61847.00
11000000.00,13248209.00
10600000.00,24084.00
225000000.00,291045518.00
1000000.00,4946250.00
200000000.00,268488329.00
190000000.00,202359711.00
150000000.00,73103784.00
43000000.00,159581587.00
23000000.00,36686.00
500000.00,1778.00
58000000.00,44672764.00
3000000.00,64473115.00
90000000.00,68559554.00
37000000.00,150394119.00
135000000.00,83028130.00
130000000.00,33618855.00
84000000.00,53262560.00
20000000.00,137400141.00
4800000.00,775849.00
1000000.00,486919.00
115000000.00,132556852.00
18000000.00,33404871.00
1500000.00,3491669.00
110000000.00,71017784.00
35000000.00,134506920.00
30000000.00,32172757.00
1900000.00,222098.00
200000000.00,234770996.00
30000000.00,10895295.00
150000000.00,206362140.00
19000000.00,21488481.00
40000000.00,7388654.00
30000000.00,116632095.00
28000000.00,28795985.00
18000000.00,16131410.00
5000000.00,391611.00
2500000.00,35017.00
60000000.00,31165421.00
38600000.00,6594959.00
20000000.00,26004851.00
500000.00,343706.00
175000.00,2602.00
18000000.00,10501938.00
10000000.00,28873374.00
5000000.00,44467206.00
120000000.00,93050117.00
50000000.00,90282580.00
30000000.00,36918811.00
5000000.00,83586447.00
2000000.00,3080.00
8000000.00,17550872.00
46000000.00,61002302.00
38000000.00,26947624.00
20000000.00,8888355.00
78000000.00,119793567.00
18000000.00,3419967.00
8500000.00,21569509.00
5500000.00,24477704.00
190000000.00,144840419.00
15000000.00,9177065.00
70000000.00,25135965.00
30000000.00,35266619.00
26000000.00,3254172.00
20000000.00,56671993.00
8500000.00,6263670.00
25000000.00,16973715.00
15000000.00,102003019.00
60000000.00,46000903.00
11000000.00,18388357.00
2500000.00,40041683.00
55000000.00,107136417.00
20000000.00,8008161.00
5250000.00,2450504.00
650000.00,171962.00
17000000.00,70525195.00
12000000.00,17654912.00
12000000.00,2883879.00
7000000.00,1632000.00
150000000.00,400738009.00
130000000.00,424668047.00
22000000.00,30659817.00
12000000.00,37709979.00
22000000.00,20158492.00
17500000.00,7018188.00
35000000.00,8323085.00
40000000.00,95020213.00
20000000.00,32015787.00
32000000.00,101470202.00
190000000.00,101802906.00
80000000.00,133668525.00
900000.00,16098998.00
250000000.00,258366855.00
40000000.00,150117807.00
35000000.00,83299761.00
25000000.00,52543354.00
50000000.00,127352707.00
80000000.00,36076121.00
175000000.00,38362475.00
100000000.00,116900694.00
91000000.00,58236838.00
40000000.00,29807260.00
25000000.00,37738810.00
170000000.00,333172112.00
30000000.00,30569935.00
16000000.00,705908.00
60000000.00,50577412.00
30000000.00,64251538.00
25000000.00,134202565.00
7000000.00,15821461.00
65000000.00,19075290.00
18000000.00,13371528.00
8000000.00,26068955.00
7000000.00,523511.00
200000000.00,202853933.00
2600000.00,3827060.00
600000.00,42557.00
30000000.00,30577122.00
20000000.00,84525432.00
13000000.00,38934842.00
60000000.00,12600231.00
20000000.00,23438250.00
13000000.00,48637684.00
80000000.00,23169033.00
28000000.00,30697999.00
50000000.00,91742160.00
22000000.00,59700064.00
1700000.00,4231500.00
5000000.00,32462372.00
61000000.00,167767189.00
16000000.00,14019924.00
6500000.00,84273813.00
1400000.00,260441.00
15000000.00,37880356.00
66000000.00,43568507.00
10000000.00,7779614.00
6000000.00,3322127.00
200000.00,3648.00
85000000.00,150947895.00
55000000.00,51178893.00
26000000.00,42472.00
10000000.00,1069454.00
1150000.00,60755732.00
100000.00,59424.00
130000000.00,101200044.00
35000000.00,10508518.00
300000.00,3496.00
170000000.00,259746958.00
13300000.00,2614251.00
4500000.00,11774.00
12000000.00,91386097.00
100000000.00,23022309.00
4000000.00,17329487.00
40000000.00,83911193.00
28000000.00,20396829.00
420000.00,258384.00
34000000.00,4091.00
2300000.00,59696.00
165000000.00,188017894.00
160000000.00,200676069.00
25000000.00,36447959.00
16000000.00,2013456.00
200000000.00,233921534.00
45000000.00,46290741.00
180000000.00,241407328.00
40000000.00,42720965.00
44000000.00,6105175.00
178000000.00,100206256.00
12000000.00,124872350.00
1000000.00,3122616.00
250000.00,18823.00
145000000.00,177002924.00
50000000.00,191719337.00
8500000.00,1109199.00
1300000.00,11278.00
100000.00,20056.00
40000000.00,47047013.00
24000000.00,65028687.00
210000000.00,245439076.00
40000000.00,4563029.00
8000000.00,16170632.00
70000000.00,78031620.00
60000000.00,257784718.00
145000000.00,111506430.00
110000000.00,106580051.00
31000000.00,59076019.00
4000000.00,385069.00
165000000.00,222527828.00
15000000.00,35893537.00
10000000.00,67657.00
50000000.00,59157732.00
40000000.00,38543473.00
9000000.00,71562550.00
6000000.00,3591299.00
1000000.00,336472.00
100000000.00,72688614.00
40000000.00,126573960.00
18000000.00,15160801.00
15000000.00,17237855.00
70000.00,30312.00
125000000.00,191204754.00
50000000.00,47602194.00
22000000.00,54235441.00
17000000.00,82390774.00
100000000.00,39322544.00
25000000.00,45090374.00
3000000.00,78948.00
250000.00,12848.00
65000000.00,13757804.00
15000000.00,30127963.00
11000000.00,50474843.00
15000000.00,25018119.00
5000000.00,21222315.00
750000.00,59656.00
70000000.00,8462347.00
18000000.00,150086800.00
5000000.00,10429707.00
1000000.00,767732.00
34000000.00,102427862.00
28000000.00,26017685.00
20000000.00,34296320.00
3000000.00,1821983.00
2000000.00,72277.00
800000.00,35688.00
60000000.00,50837305.00
55000000.00,101530738.00
5000000.00,340911.00
1600000.00,15600.00
70000000.00,18848538.00
40000000.00,125095601.00
23000000.00,25568251.00
500000.00,1822.00
70000000.00,55991880.00
50000000.00,47119388.00
28000000.00,66954149.00
13000000.00,44137712.00
5000000.00,17390770.00
5000000.00,2450846.00
3300000.00,13092006.00
2000000.00,6047363.00
25000000.00,33680992.00
80000000.00,85755593.00
50000000.00,50151543.00
26000000.00,26766213.00
18000000.00,42340598.00
5000000.00,56001.00
1000000.00,9837.00
30000000.00,43037835.00
5000000.00,50856010.00
1000000.00,549185.00
22000000.00,3242457.00
8500000.00,32381218.00
130000000.00,131538435.00
25000000.00,28842237.00
18000000.00,4438438.00
5000000.00,27695246.00
4000000.00,373375.00
170000000.00,208545589.00
4000000.00,25379975.00
450000.00,13486.00
40000000.00,86208010.00
16000000.00,2429989.00
10000000.00,3128941.00
7000000.00,14618727.00
125000000.00,337135885.00
1100000.00,2636.00
132000000.00,83350911.00
40000000.00,54445357.00
15000000.00,91125143.00
1000000.00,288757.00
120000000.00,58607007.00
36000000.00,42024533.00
13200000.00,52543632.00
12600000.00,10724389.00
5000000.00,851690.00
1000000.00,5284309.00
550000.00,9111.00
140000000.00,65014513.00
20000000.00,8110975.00
12000000.00,25317379.00
250000000.00,255119788.00
127000000.00,113746621.00
65000000.00,85911262.00
14000000.00,3958546.00
65000000.00,115637895.00
58000000.00,350126372.00
50000000.00,128002372.00
10000000.00,14482031.00
10000000.00,388.00
20000000.00,5749134.00
11000000.00,33307793.00
250000000.00,459005868.00
155000000.00,89760956.00
14500000.00,66013057.00
70000000.00,7889395.00
55000000.00,76223578.00
23000000.00,64460211.00
5000000.00,18656400.00
60000000.00,7696134.00
6000000.00,32251.00
5500000.00,24956.00
4900000.00,3498695.00
4000000.00,35423380.00
30000000.00,3200.00
12000000.00,22348241.00
9000000.00,21571189.00
7000000.00,31443.00
4000000.00,154356.00
1300000.00,288751.00
108000000.00,228433663.00
50000000.00,46425.00
7000000.00,546201.00
94000000.00,128261724.00
40000000.00,166167230.00
2000000.00,147299.00
1000000.00,15156.00
17000000.00,44480275.00
14000000.00,12314651.00
8500000.00,34030343.00
65000000.00,53862963.00
5000000.00,25801570.00
4000000.00,20620.00
180000.00,17503.00
190000000.00,351032910.00
30000000.00,32363404.00
95000000.00,201151353.00
50000000.00,26461644.00
10000000.00,11894.00
2000000.00,14674077.00
110000000.00,130179072.00
40000000.00,10664749.00
10000000.00,5637066.00
2300000.00,12985600.00
130000000.00,177397510.00
40000000.00,90411453.00
10000000.00,7582065.00
65000000.00,74070.00
22000000.00,16029670.00
3000000.00,37151.00
11000000.00,38322743.00
15000000.00,42725475.00
7700000.00,5336.00
50000000.00,1224330.00
38000000.00,71038190.00
1000000.00,32482090.00
150000.00,7193.00
30000000.00,42629776.00
25000000.00,129115.00
22500000.00,4200117.00
20000000.00,6485961.00
1900000.00,478595.00
65000000.00,110825712.00
30000000.00,918.00
10000000.00,52218558.00
25000000.00,19375982.00
150000000.00,153636354.00
29000000.00,183785415.00
5000000.00,7556.00
1000000.00,1036.00
170000000.00,93436322.00
35000000.00,47425125.00
8000000.00,53086.00
600000.00,3301.00
110000000.00,155190832.00
37000000.00,21052030.00
179000000.00,47482519.00
95000000.00,17223265.00
74000000.00,162994032.00
49000000.00,31569268.00
35000000.00,10219501.00
10000000.00,33078266.00
1500000.00,113169.00
300000000.00,200074175.00
99000000.00,130178411.00
20000000.00,45055776.00
175000000.00,356461711.00
7000000.00,17506470.00
4000000.00,132270.00
200000.00,1109808.00
68000000.00,81284830.00
20000000.00,42656255.00
17000000.00,195792.00
2000000.00,45431.00
120000000.00,56117548.00
18000000.00,26822144.00
5000000.00,43787265.00
2000000.00,1477002.00
130000000.00,180202163.00
35000000.00,110038130.00
75000.00,8799.00
90000000.00,78747585.00
30000000.00,52421953.00
13000000.00,1784763.00
12000000.00,32000304.00
31000000.00,58884188.00
150000000.00,195042377.00
33000000.00,176847.00
1000000.00,101531.00
50000.00,8374.00
35000000.00,34580201.00
9000000.00,1242.00
4500000.00,187112.00
75000000.00,45445109.00
28000000.00,161058685.00
13000000.00,656688.00
35000000.00,22467450.00
28000000.00,14439985.00
10000000.00,27740955.00
150000.00,5858.00
5000000.00,27288872.00
3000000.00,67790117.00
2000000.00,3591417.00
1200000.00,376976.00
850000.00,3256.00
48000000.00,89256424.00
20000000.00,52076908.00
150000000.00,35088320.00
30000000.00,17766658.00
12000000.00,17484.00
65000000.00,43309450.00
61000000.00,81697192.00
53000000.00,62575678.00
30000000.00,46889293.00
2000000.00,2583301.00
1200000.00,4254.00
80000000.00,169700110.00
40000000.00,75764672.00
1000000.00,7192291.00
1500000.00,2105.00
35000000.00,10137502.00
34000000.00,37446117.00
13000000.00,25440971.00
4000000.00,155271.00
1000000.00,6870.00
74000000.00,336045770.00
40000000.00,6738000.00
26000000.00,12279691.00
10000000.00,17472.00
100000.00,22764410.00
58000000.00,80069458.00
55000000.00,31090320.00
40000000.00,72313754.00
15000000.00,632542.00
13000000.00,14677674.00
80000000.00,27367660.00
14000000.00,4702420.00
10000000.00,18297124.00
5000000.00,2184640.00
300000.00,1711.00
28000000.00,7002261.00
20000000.00,13651946.00
20000000.00,55039.00
15000000.00,3703046.00
18000000.00,57017904.00
5000000.00,65112020.00
5000000.00,4816142.00
12000000.00,14616.00
100000000.00,25020758.00
28000000.00,70259870.00
25000000.00,12227722.00
20000000.00,2246000.00
20000000.00,538460.00
18000000.00,26302731.00
8900000.00,50136.00
160000000.00,281723902.00
25000000.00,43035725.00
25000000.00,1872994.00
20000000.00,20180155.00
450000.00,41260.00
187500000.00,123087120.00
40000000.00,5775076.00
37000000.00,109767581.00
215000000.00,652198010.00
8000000.00,6758416.00
306000000.00,936662225.00
90000000.00,85886987.00
30000000.00,87044645.00
100000000.00,28782481.00
62000000.00,54117416.00
60000000.00,56451232.00
50000000.00,150357137.00
35000000.00,34531832.00
8000000.00,3759286.00
5000000.00,20773069.00
900000.00,9097072.00
180000000.00,126643061.00
140000000.00,55483770.00
10000000.00,79042440.00
50000000.00,52853219.00
40000000.00,90862685.00
18000000.00,17062499.00
56000000.00,32766.00
38000000.00,34912982.00
36000000.00,2679437.00
11500000.00,35593113.00
10000000.00,35819556.00
140000000.00,143528619.00
70000000.00,27569558.00
25000000.00,1513793.00
5000000.00,11686940.00
20000000.00,12545979.00
8000000.00,3915251.00
9000000.00,13960394.00
60720000.00,3229457.00
20000000.00,36880033.00
5000000.00,19115191.00
3500000.00,25138705.00
140000000.00,31153464.00
23000000.00,15789389.00
20000000.00,12639297.00
135000000.00,82051601.00
20000000.00,56245075.00
20000000.00,9496130.00
3500000.00,29233.00
170000.00,166425.00
13000000.00,61705123.00
110000000.00,66184051.00
18000000.00,3712282.00
250000000.00,330360194.00
18000000.00,59689605.00
10000000.00,3400278.00
150000000.00,341268248.00
60000000.00,62524260.00
35000000.00,23083334.00
165000000.00,232641920.00
125000000.00,153707064.00
40000000.00,67209615.00
175000000.00,364001123.00
31500000.00,14708696.00
20000000.00,54030051.00
5000000.00,3220371.00
115000000.00,48003015.00
3000000.00,3127773.00
1500000.00,510957.00
20000000.00,8813410.00
15000000.00,20591853.00
60000000.00,709982.00
28000000.00,10907291.00
22000000.00,30080225.00
175000000.00,325100054.00
12700000.00,1022720.00
27000000.00,41012075.00
4000000.00,10753574.00
73000000.00,107509366.00
50000000.00,36261763.00
35000000.00,55340730.00
178000000.00,155442489.00
170000000.00,77042381.00
250000000.00,408084349.00
9000000.00,248795.00
200000000.00,486295561.00
50000000.00,127440871.00
165000000.00,103144286.00
50000000.00,20810036.00
13000000.00,55121623.00
7500000.00,1333124.00
3000000.00,4210454.00
2500000.00,5205471.00
45000000.00,75395035.00
10000000.00,15861566.00
8500000.00,20007149.00
47500000.00,15436808.00
144000000.00,128350574.00
5000000.00,13099931.00
185000000.00,158848340.00
105000000.00,64063008.00
5000000.00,67268835.00
3000000.00,4417983.00
20000000.00,38583626.00
120000000.00,162192920.00
20000000.00,113257297.00
135000000.00,183637894.00
10000000.00,26594261.00
3500000.00,182695.00
29000000.00,63077560.00
1000000.00,231738.00
75000000.00,368384330.00
33000000.00,46009673.00
